system,specification_title,specification_title_value
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,AW2721D
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Series,AW-Series
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,"Grey, White"
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,68.58 cm (27 inch) LED Display
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Backlight,LED Backlit Backlight
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,IPS Panel
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,2560 x 1440 pixels
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,3D,No
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,WQHD
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, DisplayPort Cable - DisplayPort to DisplayPort, Mini DisplayPort Cable - Mini DisplayPort to DisplayPort, HDMI Cable, USB 3.2 Gen 1 Upstream Cable"
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/dell-aw-series-68-58-cm-27-inch-wqhd-led-backlit-ips-panel-vesa-certified-hdr-600-height-tilt-swivel-adjustable-gaming-monitor-aw2721d/p/itmb1c5445ee1c08?pid=MONG6UHUQHDTKGXN&lid=LSTMONG6UHUQHDTKGXNF47JPN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_357&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG6UHUQHDTKGXN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,HD Standard,1440p
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,32GN600
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Series,Ultra-Gear
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Black
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,80.01 cm (31.5 inch) LCD Display
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Backlight,LED Backlit Backlight
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,VA Panel
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,2560 x 1440 pixels
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Quad HD
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"?1 Monitor, Power Cord, Cable"
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"165 Hz (Analog), 165 Hz (Digital)"
https://www.flipkart.com/lg-ultra-gear-80-01-cm-31-5-inch-quad-hd-led-backlit-va-panel-hdr10-black-stabilizer-3-side-virtually-borderless-display-gaming-monitor-32gn600/p/itmdb4f53c237a63?pid=MONGGYGFWHTP5CUB&lid=LSTMONGGYGFWHTP5CUBUKY3E8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_343&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGGYGFWHTP5CUB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Aspect Ratio,16:9
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,P2425H
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Black
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,60.96 cm (24 inch) LCD Display
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Backlight,Non LED Backlit Backlight
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,IPS Panel
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Full HD
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, Power Cable, Stand, User Manual"
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_338&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozZmXLUqYxoGvOgCtLAsdPrq4vqL6QdO5xMV3fXGnxsLfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"100 Hz (Analog), 100 Hz (Digital)"
